u63|63-1002
u269946|269946-21001
u269972|X001481313
u270571|X000576530
u270677|3470003066
u270812|3470007041
u270856|X000555047
u270862|3470010709
u270944|3470006350
u271128|X000591980
u271259|X001513316
u271532|X001515371
u271650|271650-7001
u271712|X001444869
u272239|X001513473
u272708|3470010550
u272857|X004596390
u273127|X000576883
u273351|X001572616
u273480|X001550844
u273665|X001568871
u273747|X001514373
u274227|X001514261
u274285|X001514710
u274314|274314-11001
u274702|
u274815|X000729869
u274879|
u275602|275602-96001
u275761|X001445191
u275940|X001569658
u276131|X001569339
u276152|X000638997
u276272|X001572550
u276542|X000201752
u276632|X001551050
u277245|X000015201
u277245|X000015202
u277245|X000015203
u277245|X001858618
u277245|X001858629
u277245|X001858640
u277774|3470045171
u278170|
u278186|X001445041
u278207|X001457358
u278511|3470003758
u278611|
u278800|X001444736
u278857|X001830793
u278893|
u278893|278893-2001
u278929|
u278935|278935-1001
u278994|X001779763
u279015|279015-2002
u279216|3470023115
u279312|279312-27001
u279314|X000036322
u280089|3470010218
u280308|
u280911|
u280911|3470010577
u280911|3470010578
u280921|3470010575
u280921|3470010576
u281143|3470001247
u281273|X000037639
u281285|
u281365|281365-61001
u281515|281515-7001
u281579|3470001661
u281615|X001569605
u281732|X001445127
u282275|3470011112
u282276|3470039234
u282277|3470023328
u282294|282294-1001
u282313|3470013587
u282387|3470007113
u282428|X000559303
u282434|
u282434|3470059661
u282438|X000561144
u282578|3470003682
u282648|X000004243
u282655|X001444794
u282697|X000676388
u282832|X000070691
u282888|3470040475
u282891|3470014717
u282949|3470025740
u283028|X000153617
u283162|3470001585
u283176|X004031216
u283226|3470003335
u283276|3470033329
u283297|X000014372
u283329|3470003019
u283329|3470003020
u283329|3470003021
u283335|X000224730
u283430|3470032515
u283546|3470047749
u283752|3470023954
u283762|3470044999
u283883|X000558336
u283894|3470025233
u283954|3470016181
u283955|283955-2002
u284027|X002236961
u284052|X000013744
u284259|
u284259|3470003482
u284264|
u284264|284264-2001
u284445|
u284460|3470010339
u284506|3470041324
u284525|3470007056
u284671|3470022915
u284690|3470059597
u284704|3470041223
u284943|3470035457
u285189|X000086382
u286413|3470035407
u286645|X030597064
u286656|X030597063
u286861|
u286906|X001572507
u287283|
u287283|287283-1002
u287332|3470002007
u287487|X001514733
u287520|X000378555
u288204|X000082167
u288296|X001515451
u288442|
u288444|
u288448|
u288496|X001570764
u288522|3470059421
u288580|X000082068
u288840|X000383798
u288865|X030597263
u288865|X030597264
u288865|X030597265
u288865|X030597266
u288943|X006016660
u289244|3470031098
u289549|3470014697
u289555|3470031384
u289972|X001513804
u290373|X000637967
u290403|3470006441
u290432|X030596946
u290432|X030596947
u290726|X001513585
u290786|
u291047|3470013198
u291070|X000089095
u291164|3470032462
u291413|X000001283
u291473|X001573206
u291496|291496-2001
u291892|X001444920
u291892|X001444921
u291892|X001444922
u291892|X001444923
u291953|X002173273
u292048|X001098926
u292097|X001515441
u292293|X000153226
u292390|292390-1002
u292404|3470031178
u292567|292567-2002
u292934|X001587182
u293155|293155-1002
u293159|
u293180|X001513652
u293763|X006028169
u293886|
u294144|X000593935
u294188|X001445025
u294329|X001569609
u294721|X000003000
u294743|X001548259
u294885|X001445023
u295144|X001515540
u295436|X001572476
u295436|X001572477
u295436|X001572478
u295436|X001572479
u295436|X001572480
u295436|X001572481
u295436|X001572482
u295436|X001572483
u295486|295486-84001
u295585|
u295595|
u295671|
u295671|3470010580
u295710|3470032995
u295740|X000756344
u295778|X000041478
u295866|3470031768
u295895|295895-3003
u295941|X000072436
u296262|296262-1002
u296334|3470010722
u297173|X001569198
u297380|X001964457
u297570|
u297570|3470010533
u297777|3470025650
u298755|3470017441
u299223|X000072810
u299772|X001587243
u299782|
u299897|X000745557
u299943|X000383744
u300234|3470055462
u300242|X000586999
u300904|X001514587
u300924|3470044821
u301639|X001548236
u301718|
u301755|
u302451|3470031645
u302905|
u302905|302905-2002
u303306|303306-2001
u303306|303306-2002
u303317|X004031047
u303370|X004353856
u303401|X000036724
u303420|X000818486
u303513|303513-1002
u303847|3470017053
u304022|
u304156|3470032507
u304188|X001513988
u304339|X000035562
u304579|3470040284
u304858|X001569446
u304880|X001569140
u305042|305042-3001
u305169|3470059074
u305228|3470025917
u305328|X000483970
u305358|3470011178
u305388|X000139235
u305440|3470011444
u306039|3470059618
u306182|3470029905
u306350|3470016649
u306417|
u306417|3470013921
u306582|
u306582|X000157889
u306624|X004915280
u306624|X004915281
u306624|X004915282
u306662|X000395897
u306673|306673-1002
u307269|3470044707
u307362|3470032761
u307369|3470053719
u307415|3470041288
u307649|X000212841
u307663|X001513790
u307668|3470055350
u307733|
u307733|X001342769
u307793|X001515518
u307799|X001780498
u307887|X001994057
u307971|X001515358
u308353|X000571323
u308741|3470023823
u308900|X000208024
u309015|X001514442
u309300|X001830808
u309565|X001547611
u309696|X000044289
u309830|X001513414
u310008|X001573208
u310696|310696-6001
u310804|3470029034
u310831|3470007058
u310868|3470035661
u310871|3470016578
u310872|3470039803
u310954|3470040098
u311039|3470010117
u311044|
u311044|311044-1002
u311058|X000156163
u311064|3470003315
u311124|X000824099
u311272|X000082771
u311348|X001568760
u311375|3470003169
u311424|X001547519
u311451|3470040290
u311931|
u311945|311945-1002
u312004|X000413392
u312171|3470002244
u312178|312178-1001
u312187|3470056678
u312201|3470040301
u312247|X000631319
u312446|X000396870
u312453|3470005588
u312456|3470040507
u312473|3470016015
u312515|3470019243
u312703|
u312734|3470013362
u312829|X001961107
u313047|X001569008
u313124|X001515208
u313141|3470017319
u313361|X001572861
u313455|X001513765
u313464|X001569190
u313468|3470314003
u313642|X001779782
u313759|X002270194
u313782|X001782306
u314136|X001573082
u314138|X000133412
u314238|X000071788
u314241|3470038794
u314392|X000022754
u314506|X001536512
u314569|X030332359
u314707|X002083056
u314820|X001514425
u315003|X000989207
u315039|X001514492
u315244|X001964631
u315747|3470011551
u315856|X001513595
u316111|
u316296|X001547619
u316604|3470006364
u316709|3470054748
u316732|3470010145
u316793|3470025299
u316802|X000266573
u316841|X000071970
u316846|X000059681
u316881|3470022879
u316930|3470002239
u316938|3470040533
u316946|3470002138
u316978|3470001654
u316992|X000651886
u317230|3470044705
u317408|X001514565
u317630|X001548555
u317634|X001514379
u317641|X001587220
u317659|
u317748|X001536307
u318195|3470035722
u318258|3470023232
u318368|
u318368|X000445916
u318388|318388-1002
u318388|318388-2002
u318453|X001445021
u318628|X001550326
u318679|X001516177
u318898|X001444576
u319269|3470031979
u319497|X000071648
u319585|X001445085
u319713|3470032744
u319933|319933-1002
u319955|X002601581
u320043|X001569741
u320137|X001444687
u320174|X001515755
u320296|320296-1003
u320296|320296-3002
u320462|X001516249
u320557|X001571205
u320809|3470016180
u320812|X000575413
u320812|X000622459
u320830|X001572388
u320842|X000001211
u320880|3470025853
u321009|321009-18001
u321009|X001215733
u321088|X000330038
u321282|X001514399
u321363|X001569025
u321491|X001536411
u321707|3470017309
u321825|3470025546
u321899|3470044336
u322037|
u322170|X000851115
u322210|
u322235|X001444960
u322417|X001515196
u322422|X001569821
u322559|X001515234
u322567|X001571545
u322700|X000003366
u323002|X001941063
u323191|3470002316
u323252|X001515248
u323324|X001569374
u323329|X001547615
u323568|
u323587|
u323672|3470006338
u323728|X000133633
u324121|X001514656
u324584|3470031723
u324720|
u324845|3470040416
u324978|3470010494
u324978|3470010495
u324978|3470010496
u325065|3470056350
u325173|X000635993
u325398|
u325432|X001445171
u325442|X000133667
u325860|3470035440
u325937|3470025329
u326044|X001514237
u326078|3470040096
u326222|X030332383
u326429|X001514727
u326436|X001572664
u326515|X001515672
u326515|X001515675
u326515|X001515679
u326613|X001513846
u326652|3470013675
u326765|3470040435
u326796|3470032003
u327810|X000133718
u327823|327823-3001
u327841|X000623192
u327860|3470001444
u328086|X001515114
u328127|
u328229|3470003997
u328324|X030006372
u328348|328348-10001
u328348|328348-12001
u328853|X004925923
u328935|3470010296
u328936|3470044290
u328944|X001572876
u329042|329042-1002
u329365|X001536442
u329544|X001514777
u329912|
u329915|3470044810
u329919|329919-1001
u329997|3470035308
u330009|3470003293
u330383|
u330604|X004945119
u330697|330697-107001
u330783|X001547640
u330906|3470023219
u330990|X000659863
u331081|3470039245
u331213|X002271336
u331327|X000817552
u331390|X001587447
u331511|X000230956
u331611|X002270204
u331949|3470031016
u331987|3470025542
u332064|3470003826
u332255|
u332446|X001513169
u332798|X004800105
u333053|333053-2001
u333160|333160-1002
u333228|333228-56001
u333452|X001644964
u333514|X002090159
u333514|X002090161
u333514|X002090163
u333514|X002090187
u333534|3470002422
u333607|
u333965|X000054963
u334078|3470040376
u334111|3470032482
u334152|
u334192|X001573202
u334332|X001536193
u334544|X001515059
u334592|X001514794
u334727|X000408412
u334727|X001970792
u334951|X001548251
u334966|X030212305
u335052|X030332382
u335254|X001548245
u335439|X001444646
u335477|X001445128
u335777|X000044923
u336460|X001514908
u336524|X001515194
u336547|
u336547|336547-1002
u336737|336737-62001
u336898|X001536458
u337197|X002706119
u337245|X001547660
u337301|337301-50001
u337485|X000133910
u337565|X001569069
u337981|3470016024
u338086|3470025458
u338138|3470039378
u338140|3470006125
u338155|3470018428
u338236|3470016176
u338238|X000183454
u338294|3470006272
u338753|X001781149
u339125|X001830422
u339254|X001514391
u339342|X004033386
u339348|X030332381
u339663|3470035643
u339723|3470025468
u339731|3470040390
u339752|X000660530
u339759|3470040488
u339792|
u339792|3470016538
u339812|X000322093
u339818|X001572937
u339869|3470038454
u339907|3470029612
u339932|3470040250
u339933|3470044640
u339990|3470017416
u340137|3470002051
u340169|X001572386
u340172|3470054034
u340180|340180-1002
u340185|3470040302
u340195|3470011563
u340466|
u340466|340466-2001
u340480|X004364460
u340488|X001587153
u340619|X001547663
u340726|X002090189
u340726|X002090191
u340726|X002090193
u340726|X002090195
u340726|X002090197
u340906|340906-50001
u340971|3470032794
u340974|X000052184
u341011|3470003981
u341481|341481-1002
u341828|341828-6001
u341828|X004728375
u341836|X000448273
u341836|X000448274
u341922|X001572419
u342136|X001587246
u342265|
u342313|X000041309
u342325|X001445051
u342325|X001445052
u342325|X001445053
u342325|X001445054
u342325|X001445055
u342325|X001445056
u342871|X030034651
u343338|X000078106
u343342|3470041310
u343458|3470007049
u343719|3470025333
u343784|X000012707
u343813|3470017145
u343885|3470025722
u344105|344105-24001
u344562|3470006093
u344563|3470040289
u344601|X001572445
u344618|344618-1002
u344652|3470040013
u344679|X000055140
u344707|3470032985
u344926|
u344926|X000066023
u345105|3470001683
u345261|X001548275
u345263|X001513095
u345575|X000056466
u345582|X000336430
u345651|X001514651
u345762|X000140242
u345946|3470003238
u345972|X000623191
u346212|346212-1002
u346416|X001515552
u346721|X001547499
u347236|X000646003
u347413|X001536361
u347796|347796-1001
u348719|3470047233
u348969|3470033511
u348981|3470008411
u348988|X000078769
u349203|3470026216
u349308|X001514402
u349589|X001513250
u349634|X000150870
u349726|X001444973
u349730|
u349730|X000409783
u349815|X001831005
u349945|X001568964
u349947|X001515107
u349971|X001548241
u350008|3470030264
u350171|3470040431
u350176|
u350176|3470031844
u350249|3470059986
u350249|3470059987
u350334|
u350334|3470039194
u350371|3470040651
u350691|X001779827
u350761|350761-3002
u350761|350761-4002
u350815|X001445091
u351028|
u351028|351028-2001
u351379|3470057802
u351422|3470019013
u351422|3470019014
u351669|3470363360
u351755|X000814365
u351897|X001515116
u352406|X000335400
u352770|3470035401
u352852|X002135345
u352958|3470035835
u353009|X000589651
u353291|X001568941
u353299|X001170338
u353386|X001514326
u353503|X030332357
u353643|X000105034
u353675|X000279846
u354043|X001961581
u354092|X000630840
u354196|X001819856
u354196|X001819858
u354307|X001781005
u354314|X004184234
u354502|X001513877
u354542|X001767852
u354573|X001568935
u354809|354809-1002
u354912|X001514214
u354913|X001514453
u355132|X000511692
u355208|355208-37001
u355264|X000166673
u355355|X000016118
u355403|X001781717
u355547|
u355755|X002311177
u356159|3470058055
u356266|3470003023
u356299|3470030592
u356300|3470017473
u356406|3470012285
u356470|3470003992
u356518|356518-1002
u356555|X000074064
u356614|X000659647
u356706|X000587261
u357586|
u357931|3470337006
u358025|X000014864
u358152|3470025395
u358230|X000577985
u358362|3470044729
u358430|3470016003
u358466|
u358466|3470010579
u358481|3470018254
u358811|X001572630
u358811|X001572632
u358832|X000080783
u359447|X001830663
u359481|X001445018
u359604|3470035523
u359870|3470039963
u359875|3470040452
u359934|X001515428
u360097|X001547443
u360513|360513-1001
u360621|X000160934
u360757|3470011502
u360937|X000484046
u360943|3470044749
u360961|3470059598
u360974|3470003022
u361033|3470023956
u361483|X001514422
u362050|
u362050|3470039043
u362055|3470002379
u362496|X000630857
u362792|X001445195
u362812|X001514211
u362976|X000646004
u363015|X001445035
u363045|3470003742
u363050|X000798371
u363118|3470044795
u363349|X002235648
u363898|X001515557
u363937|X001514934
u364091|X000008742
u365024|3470041330
u365053|3470375844
u365065|3470032934
u365083|3470032443
u365091|3470023940
u365110|X001572623
u365118|X001572668
u365158|X030045140
u365161|X000352164
u365257|X000195150
u365538|X001444913
u365811|X000766952
u366063|X000079564
u366078|X000131271
u366228|3470017417
u366323|3470039887
u366637|3470040540
u366875|3470010640
u366875|X004304322
u366965|X000661877
u367008|367008-2001
u367075|X000820582
u367449|3470012369
u367454|X000131324
u367464|X001444871
u367547|X001444937
u367655|X000211237
u367972|X000292534
u367977|X001444678
u368073|3470041052
u368196|X000131350
u368358|3470010201
